"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"15-24 years"	"15-24"	"All other non-drug and non-alcohol causes"	"O9"	20386	32944348	61.9
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	9672	30804755	31.4
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	436	30804755	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	39	30804755	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	204	30804755	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"25-34 years"	"25-34"	"All other drug-induced causes"	"D9"	462	30804755	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"25-34 years"	"25-34"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	107	30804755	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"25-34 years"	"25-34"	"All other alcohol-induced causes"	"A9"	396	30804755	1.3
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"25-34 years"	"25-34"	"All other non-drug and non-alcohol causes"	"O9"	27576	30804755	89.5
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10533	32543759	32.4
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	793	32543759	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	23	32543759	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	272	32543759	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"35-44 years"	"35-44"	"All other drug-induced causes"	"D9"	494	32543759	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"35-44 years"	"35-44"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	204	32543759	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"35-44 years"	"35-44"	"All other alcohol-induced causes"	"A9"	2060	32543759	6.3
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"35-44 years"	"35-44"	"All other non-drug and non-alcohol causes"	"O9"	54052	32543759	166.1
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	9926	34389475	28.9
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	977	34389475	2.8
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	18	34389475	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	316	34389475	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"45-54 years"	"45-54"	"All other drug-induced causes"	"D9"	537	34389475	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"45-54 years"	"45-54"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	301	34389475	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"45-54 years"	"45-54"	"All other alcohol-induced causes"	"A9"	5232	34389475	15.2
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"45-54 years"	"45-54"	"All other non-drug and non-alcohol causes"	"O9"	139089	34389475	404.5
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	4955	28692475	17.3
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	621	28692475	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	142	28692475	0.5
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"55-64 years"	"55-64"	"All other drug-induced causes"	"D9"	355	28692475	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"55-64 years"	"55-64"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	185	28692475	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"55-64 years"	"55-64"	"All other alcohol-induced causes"	"A9"	5482	28692475	19.1
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"55-64 years"	"55-64"	"All other non-drug and non-alcohol causes"	"O9"	269577	28692475	939.5
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	796	18881299	4.2
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	234	18881299	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	29	18881299	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"65-74 years"	"65-74"	"All other drug-induced causes"	"D9"	143	18881299	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"65-74 years"	"65-74"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	46	18881299	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"65-74 years"	"65-74"	"All other alcohol-induced causes"	"A9"	2450	18881299	13.0
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"65-74 years"	"65-74"	"All other non-drug and non-alcohol causes"	"O9"	414987	18881299	2197.9
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	211	11623633	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	85	11623633	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	17	11623633	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"75-84 years"	"75-84"	"All other drug-induced causes"	"D9"	104	11623633	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"75-84 years"	"75-84"	"All other alcohol-induced causes"	"A9"	925	11623633	8.0
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"75-84 years"	"75-84"	"All other non-drug and non-alcohol causes"	"O9"	635940	11623633	5471.1
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"85+ years"	"85+"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	127	4638922	2.7
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"85+ years"	"85+"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	33	4638922	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"85+ years"	"85+"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	4638922	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"85+ years"	"85+"	"All other drug-induced causes"	"D9"	43	4638922	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"85+ years"	"85+"	"All other alcohol-induced causes"	"A9"	191	4638922	4.1
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"85+ years"	"85+"	"All other non-drug and non-alcohol causes"	"O9"	702360	4638922	15140.6
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"< 1 year"	"1"	"All other non-drug and non-alcohol causes"	"O9"	9079	1432964	633.6
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"1-4 years"	"1-4"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	5828081	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"1-4 years"	"1-4"	"All other non-drug and non-alcohol causes"	"O9"	1460	5828081	25.1
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"5-14 years"	"5-14"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	15680024	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"5-14 years"	"5-14"	"All other non-drug and non-alcohol causes"	"O9"	2166	15680024	13.8
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1024	16569901	6.2
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	128	16569901	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	17	16569901	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	53	16569901	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"15-24 years"	"15-24"	"All other drug-induced causes"	"D9"	30	16569901	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"15-24 years"	"15-24"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	34	16569901	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"15-24 years"	"15-24"	"All other alcohol-induced causes"	"A9"	27	16569901	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"15-24 years"	"15-24"	"All other non-drug and non-alcohol causes"	"O9"	9887	16569901	59.7
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2644	14933170	17.7
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	272	14933170	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	140	14933170	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"25-34 years"	"25-34"	"All other drug-induced causes"	"D9"	74	14933170	0.5
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"25-34 years"	"25-34"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	57	14933170	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"25-34 years"	"25-34"	"All other alcohol-induced causes"	"A9"	265	14933170	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"25-34 years"	"25-34"	"All other non-drug and non-alcohol causes"	"O9"	11175	14933170	74.8
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2799	16066314	17.4
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	487	16066314	3.0
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	153	16066314	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"35-44 years"	"35-44"	"All other drug-induced causes"	"D9"	102	16066314	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"35-44 years"	"35-44"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	106	16066314	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"35-44 years"	"35-44"	"All other alcohol-induced causes"	"A9"	1239	16066314	7.7
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"35-44 years"	"35-44"	"All other non-drug and non-alcohol causes"	"O9"	20390	16066314	126.9
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2767	16940578	16.3
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	619	16940578	3.7
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	201	16940578	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"45-54 years"	"45-54"	"All other drug-induced causes"	"D9"	117	16940578	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"45-54 years"	"45-54"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	153	16940578	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"45-54 years"	"45-54"	"All other alcohol-induced causes"	"A9"	3242	16940578	19.1
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"45-54 years"	"45-54"	"All other non-drug and non-alcohol causes"	"O9"	51144	16940578	301.9
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1473	13866016	10.6
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	367	13866016	2.6
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	99	13866016	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"55-64 years"	"55-64"	"All other drug-induced causes"	"D9"	65	13866016	0.5
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"55-64 years"	"55-64"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	120	13866016	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"55-64 years"	"55-64"	"All other alcohol-induced causes"	"A9"	3387	13866016	24.4
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"55-64 years"	"55-64"	"All other non-drug and non-alcohol causes"	"O9"	101502	13866016	732.0
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	306	8937859	3.4
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	128	8937859	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	18	8937859	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"65-74 years"	"65-74"	"All other drug-induced causes"	"D9"	56	8937859	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"65-74 years"	"65-74"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	31	8937859	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"65-74 years"	"65-74"	"All other alcohol-induced causes"	"A9"	1755	8937859	19.6
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"65-74 years"	"65-74"	"All other non-drug and non-alcohol causes"	"O9"	162322	8937859	1816.1
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	95	5529355	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	46	5529355	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	13	5529355	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"75-84 years"	"75-84"	"All other drug-induced causes"	"D9"	62	5529355	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"75-84 years"	"75-84"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	12	5529355	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"75-84 years"	"75-84"	"All other alcohol-induced causes"	"A9"	688	5529355	12.4
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"75-84 years"	"75-84"	"All other non-drug and non-alcohol causes"	"O9"	267506	5529355	4837.9
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"85+ years"	"85+"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	65	2409119	2.7
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"85+ years"	"85+"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	20	2409119	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"85+ years"	"85+"	"All other drug-induced causes"	"D9"	39	2409119	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"85+ years"	"85+"	"All other alcohol-induced causes"	"A9"	140	2409119	5.8
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"85+ years"	"85+"	"All other non-drug and non-alcohol causes"	"O9"	355752	2409119	14766.9
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"< 1 year"	"1"	"All other non-drug and non-alcohol causes"	"O9"	4249	812176	523.2
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"1-4 years"	"1-4"	"All other non-drug and non-alcohol causes"	"O9"	854	3274400	26.1
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"5-14 years"	"5-14"	"All other non-drug and non-alcohol causes"	"O9"	1275	8510693	15.0
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	300	9194320	3.3
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	61	9194320	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	21	9194320	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"15-24 years"	"15-24"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	10	9194320	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"15-24 years"	"15-24"	"All other alcohol-induced causes"	"A9"	10	9194320	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"15-24 years"	"15-24"	"All other non-drug and non-alcohol causes"	"O9"	5064	9194320	55.1
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	623	7870292	7.9
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	133	7870292	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	52	7870292	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"25-34 years"	"25-34"	"All other drug-induced causes"	"D9"	16	7870292	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"25-34 years"	"25-34"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	54	7870292	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"25-34 years"	"25-34"	"All other alcohol-induced causes"	"A9"	131	7870292	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"25-34 years"	"25-34"	"All other non-drug and non-alcohol causes"	"O9"	5771	7870292	73.3
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	756	8197132	9.2
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	228	8197132	2.8
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	85	8197132	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"35-44 years"	"35-44"	"All other drug-induced causes"	"D9"	42	8197132	0.5
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"35-44 years"	"35-44"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	80	8197132	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"35-44 years"	"35-44"	"All other alcohol-induced causes"	"A9"	554	8197132	6.8
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"35-44 years"	"35-44"	"All other non-drug and non-alcohol causes"	"O9"	10985	8197132	134.0
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	825	8663440	9.5
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	284	8663440	3.3
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	99	8663440	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"45-54 years"	"45-54"	"All other drug-induced causes"	"D9"	64	8663440	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"45-54 years"	"45-54"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	108	8663440	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"45-54 years"	"45-54"	"All other alcohol-induced causes"	"A9"	1449	8663440	16.7
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"45-54 years"	"45-54"	"All other non-drug and non-alcohol causes"	"O9"	28168	8663440	325.1
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	400	7358851	5.4
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	171	7358851	2.3
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	47	7358851	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"55-64 years"	"55-64"	"All other drug-induced causes"	"D9"	42	7358851	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"55-64 years"	"55-64"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	84	7358851	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"55-64 years"	"55-64"	"All other alcohol-induced causes"	"A9"	1605	7358851	21.8
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"55-64 years"	"55-64"	"All other non-drug and non-alcohol causes"	"O9"	56919	7358851	773.5
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	70	4980916	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	61	4980916	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	4980916	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"65-74 years"	"65-74"	"All other drug-induced causes"	"D9"	28	4980916	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"65-74 years"	"65-74"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	17	4980916	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"65-74 years"	"65-74"	"All other alcohol-induced causes"	"A9"	810	4980916	16.3
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"65-74 years"	"65-74"	"All other non-drug and non-alcohol causes"	"O9"	93885	4980916	1884.9
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	55	3298420	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	22	3298420	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"75-84 years"	"75-84"	"All other drug-induced causes"	"D9"	25	3298420	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"Iowa"	"19"	"75-84 years"	"75-84"	"All other alcohol-induced causes"	"A9"	320	3298420	9.7
